title,author name,type,rating,price
Essentials of Medical Physiology (Eight Edition) + Review of Medical Physiology (3rd edition) (Set of 2 Books): with Free Review of Medical Physiology,K Sembulingam,Paperback,4.5 out of 5 stars,"1,099.00"
Inderbir Singh’s HUMAN EMBRYOLOGY,V Subhadra Devi,Paperback,4.6 out of 5 stars,770.00
Manipal Manual Of Surgery 5Ed (Pb 2020),SHENOY K. R,Paperback,4.6 out of 5 stars,"1,119.00"
Diagnostic And Statistical Manual Of Mental Disorders 5Ed Dsm-5 (PB 2013),AMERICAN PSYCHIATRIC PUBLICATION,Paperback,4.6 out of 5 stars,799.00
"Biochemistry, 6e",Satyanarayana,Paperback,4.2 out of 5 stars,"1,250.00"
Immune: The new book from Kurzgesagt - a gorgeously illustrated deep dive into the immune system,Philipp Dettmer,Hardcover,4.8 out of 5 stars,796.00
"Ananthanarayan and Paniker's Textbook of Microbiology, Eleventh Edition",R Ananthanarayan and CK Jayaram Paniker,Paperback,4.5 out of 5 stars,876.00
"General Anatomy With Systemic Anatomy, Radiological Anatomy, Medical Genetics, 3Rd Updated Edition",Singh,Paperback,4.6 out of 5 stars,541.00
A Guide To Mental Health & Psychiatric Nursing,Sreevani R,Paperback,4.5 out of 5 stars,400.00
B D Chaurasia's Human Anatomy 4 Volume Set ( Vol.1 to Vol 4),Chaurasia,Unknown Binding,4.6 out of 5 stars,"1,800.00"
Behave: The bestselling exploration of why humans behave as they do,Robert M Sapolsky,Paperback,4.6 out of 5 stars,399.00
Srb's Manual Of Surgery,M. SriramBhat,Paperback,4.5 out of 5 stars,"1,334.00"
"Diseases of Ear, Nose & Throat and Head & Neck Surgery, 8e & Manual of Clinical Cases in Ear, Nose and Throat, 2e",Dhingra,Paperback,4.2 out of 5 stars,"1,255.00"
Exam Preparatory Manual for Undergraduates MEDICINE,Archith Boloor,Paperback,4.6 out of 5 stars,"1,349.00"
The Essentials of Forensic Medicine and Toxicology,K.S. Narayan Reddy,Paperback,4.5 out of 5 stars,450.00
