title,author name,type,rating,price
A Biography of Rahul Dravid: The Nice Guy Who Finished First,Devendra Prabhudesai,Paperback,4.4 out of 5 stars,191.00
"The Mixer: The Story of Premier League Tactics, from Route One to False Nines",Michael Cox,Paperback,4.7 out of 5 stars,255.00
The Man Eating Leopard of Rudraprayag,Jim Corbett,Paperback,4.6 out of 5 stars,195.00
How to Build a Car,Adrian Newey,Audible Audiobook,4.7 out of 5 stars,491.00
Barefoot to Boots: The Many Lives of Indian Football,Novy Kapadia,Paperback,4.5 out of 5 stars,279.00
Dhananjay Yellurkar,Dhananjay Yellurkar,Hardcover,-,499.00
Wintering: The Power of Rest and Retreat in Difficult Times,Katherine May,Paperback,4.4 out of 5 stars,403.55
Endurance: Shackleton's Incredible Voyage (Anniversary Edition),Alfred Lansing,Paperback,4.8 out of 5 stars,"1,297.00"
"Mental Game of Poker: Proven Strategies for Improving Tilt Control, Confidence, Motivation, Coping with Variance, and More",Jared Tendler,Paperback,4.5 out of 5 stars,600.00
The Mamba Mentality: How I Play,Kobe Bryant,Hardcover,4.9 out of 5 stars,741.00
Shoe Dog: A Memoir by the Creator of Nike,Phil Knight,Hardcover,4.6 out of 5 stars,799.00
Surya Namaskar,Satyananda Saraswati,Paperback,4.6 out of 5 stars,120.00
Inverting the Pyramid: The History of Football Tactics,Jonathan Wilson,Paperback,4.6 out of 5 stars,367.00
Sooley: The Gripping Bestseller from John Grisham - The perfect Christmas present,John Grisham,Kindle Edition,4.3 out of 5 stars,324.50
"The New Encyclopedia of Modern Bodybuilding: The Bible of Bodybuilding, Fully Updated and Revised",Schwarzenegger,Paperback,4.6 out of 5 stars,750.00
Breath: The New Science of a Lost Art,James Nestor,Paperback,4.6 out of 5 stars,354.00
The Test of My Life: From Cricket to Cancer and Back,Yuvraj Singh,Paperback,4.7 out of 5 stars,279.00
A Shot at History: My Obsessive Journey to Olympic Gold and Beyond,Abhinav Bindra,Paperback,4.7 out of 5 stars,339.00
Coaching for Performance: The Principles and Practice of Coaching and Leadership FULLY REVISED 25TH ANNIVERSARY EDITION (People Skills for Professionals),Sir John Whitmore,Kindle Edition,4.6 out of 5 stars,261.25
Stargazing: The Players in My Life,Ravi Shastri,Hardcover,3.7 out of 5 stars,419.00
Indian Innings: The Journey of Indian Cricket from 1947,Ayaz Memon,Hardcover,3.8 out of 5 stars,605.00
Breath: The New Science of a Lost Art,James Nestor,Audible Audiobook,4.6 out of 5 stars,888.00
"Born to Run: The hidden tribe, the ultra-runners, and the greatest race the world has never seen",Christopher McDougall,Paperback,4.6 out of 5 stars,344.00
The Inner Game of Tennis: The Ultimate Guide to the Mental Side of Peak Performance,W Timothy Gallwey,Kindle Edition,4.6 out of 5 stars,262.50
Sunny Days: Sunil Gavaskar's Own Story,Sunil Gavaskar,Paperback,4.6 out of 5 stars,174.00
